,record,n_roi,min_t,max_t,min_f,max_f,dt,df,APD,Family,Order,Biotope,id,sound_id,gen,species
1324,445134,6,2.1489,2.2878,616.086,1208.476,0.1388,592.39,-44.53,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1325,445134,7,2.5359,2.9413,687.172,1232.171,0.4054,544.999,-43.49,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1326,445134,8,2.9746,3.0412,639.781,1113.693,0.0666,473.912,-45.1,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1327,445134,9,3.3855,3.4965,639.781,1232.171,0.1111,592.39,-43.85,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1328,445134,10,3.7575,4.174,639.781,1184.78,0.4165,544.999,-43.33,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1329,445134,11,4.2073,4.2628,639.781,1137.389,0.0555,497.608,-45.24,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1330,445134,12,4.6071,4.7348,663.477,1208.476,0.1277,544.999,-43.54,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1331,445134,13,4.9915,5.3969,616.086,1232.171,0.4054,616.086,-43.1,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1332,445134,14,5.4357,5.4913,663.477,1113.693,0.0555,450.216,-43.32,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1333,445134,15,5.83,5.9632,592.39,1232.171,0.1333,639.781,-44.01,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1334,445134,16,6.2114,6.6279,663.477,1279.562,0.4165,616.086,-42.44,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1335,445134,17,6.6723,6.7445,710.868,1161.084,0.0722,450.216,-44.37,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1336,445134,18,7.0888,7.2054,663.477,1208.476,0.1166,544.999,-42.46,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1337,445134,19,7.4881,7.8602,663.477,1184.78,0.372,521.303,-41.5,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1338,445134,20,7.9379,7.999,639.781,1113.693,0.0611,473.912,-43.67,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1339,445134,21,8.3544,8.4765,592.39,1208.476,0.1222,616.086,-42.96,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1340,445134,22,8.7486,9.1318,639.781,1137.389,0.3831,497.608,-41.57,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1341,445134,23,9.1928,9.2595,639.781,1137.389,0.0666,497.608,-45.11,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1342,445134,24,9.6371,9.7426,687.172,1184.78,0.1055,497.608,-41.57,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1343,445134,25,10.0036,10.3923,639.781,1137.389,0.3887,497.608,-42.15,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1344,445134,26,10.47,10.5255,663.477,1161.084,0.0555,497.608,-44.07,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1345,445134,27,10.9062,11.0172,616.086,1161.084,0.1111,544.999,-41.91,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1346,445134,28,11.2615,11.6891,639.781,1161.084,0.4276,521.303,-41.53,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1347,445134,29,11.7335,11.7891,639.781,1137.389,0.0555,497.608,-44.18,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1348,104019,1,1.5135,1.968,556.847,2441.558,0.4545,1884.712,-51.9,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",104019,Treron,calvus
1349,104019,2,4.2411,4.6373,578.264,2398.724,0.3961,1820.46,-48.8,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",104019,Treron,calvus
1350,104019,3,8.6549,9.0459,599.681,2527.227,0.3911,1927.546,-47.49,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",104019,Treron,calvus
1351,104019,4,11.4988,11.9102,749.601,2484.392,0.4114,1734.791,-50.41,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",104019,Treron,calvus
1352,454045,1,0.0924,0.2323,2331.121,2983.835,0.1399,652.714,-64.35,Sarothruridae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",454045,Sarothura,rufa
1353,454045,2,0.5728,0.6546,2517.611,3030.458,0.0818,512.847,-62.37,Sarothruridae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",454045,Sarothura,rufa
1354,454045,3,0.8658,1.0585,2261.188,3007.146,0.1927,745.959,-67.16,Sarothruridae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",454045,Sarothura,rufa
1355,454045,4,1.201,1.4729,2377.744,3077.08,0.2719,699.336,-57.15,Sarothruridae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",454045,Sarothura,rufa
1356,454045,5,1.6154,1.8926,2377.744,3100.391,0.2772,722.648,-57.36,Sarothruridae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",454045,Sarothura,rufa
1357,454045,6,2.0443,2.324,2354.432,3053.769,0.2798,699.336,-59.35,Sarothruridae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",454045,Sarothura,rufa
1358,454045,7,2.4903,2.7516,2307.81,2913.902,0.2613,606.092,-62.08,Sarothruridae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",454045,Sarothura,rufa
1359,454045,8,2.8965,3.1737,2331.121,2983.835,0.2772,652.714,-60.76,Sarothruridae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",454045,Sarothura,rufa
1360,454045,9,3.3103,3.5848,2307.81,3030.458,0.2745,722.648,-61.2,Sarothruridae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",454045,Sarothura,rufa
1361,454045,10,3.722,3.9913,2307.81,2960.524,0.2692,652.714,-62.84,Sarothruridae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",454045,Sarothura,rufa
1362,454045,11,4.1362,4.4108,2331.121,3007.146,0.2745,676.025,-62.74,Sarothruridae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",454045,Sarothura,rufa
1363,454045,12,4.5665,4.8384,2284.499,2960.524,0.2719,676.025,-61.9,Sarothruridae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",454045,Sarothura,rufa
1364,454045,13,4.9783,5.2475,2331.121,3030.458,0.2692,699.336,-60.36,Sarothruridae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",454045,Sarothura,rufa
1365,454045,14,5.3858,5.6524,2354.432,2968.448,0.2666,614.016,-62.14,Sarothruridae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",454045,Sarothura,rufa
1366,59750,1,0.1467,0.269,908.654,1029.808,0.1223,121.154,-47.09,Malaconotidae,Passeriformes,Woodlands ,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59750,Telophorus,viridis
1367,59750,2,0.3913,0.5136,878.365,1050.0,0.1223,171.635,-47.53,Malaconotidae,Passeriformes,Woodlands ,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59750,Telophorus,viridis
1368,59750,3,0.6359,0.8804,787.5,2211.058,0.2446,1423.558,-54.19,Malaconotidae,Passeriformes,Woodlands ,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59750,Telophorus,viridis
